Sigle,Domaine,Définition,Info supplémentaire
Accident de trajet,Sécurité,"Accident de trajet :  Il survient sur le parcours aller/retour entre le domicile et le lieu de travail ou le lieu de travail et le lieu habituel de prise des repas.
Le trajet ne doit pas être interrompu ni détourné pour un motif personnel ne présentant pas un caractère habituel. Il commence à la porte de l’entreprise ou à la porte de la résidence du salarié. L’accident de trajet est considéré comme un accident du travail  et la victime d'un tel accident est indemnisé par les mêmes prestation de sécurité sociale que si il avait été sujet à un accident de service.",
Accident de travail bénin,Sécurité,"L’Accident bénin (AB) : C’est un accident du travail sans gravité, qui a nécessité des soins légers, sans consultation d’un médecin extérieur. Il n’est pas déclaré à la Sécurité Sociale, mais la mention doit en être portée sur le registre des accidents du travail dit aussi registre de déclaration d’accidents
de travail bénins. L’enregistrement de ce type d’accident est assuré à l’infirmerie ou sous le contrôle d’un secouriste du travail titulaire du Brevet National de premier secours.",
Accident sans arrêt,Sécurité,L’Accident sans arrêt (ASA) : Il a nécessité la consultation d’un médecin qui n’a pas prescrit d’arrêt de travail de plus de 24-h. Le médecin du travail doit en être averti.,
Accident situation sur un CNPE,Sûreté,"Accident situation sur un CNPE : Copyright © EDF-CNEPE-Hervé Chevillon. 
Systèmes de sécurité des circuits primaire et secondaire (ASG, RIS et EAS)
Les principaux systèmes de sécurité intervenant en secours en cas de fuite du circuit primaire :
• le circuit ASG (alimentation de secours des générateurs de vapeur), refroidit les générateurs de vapeur et donc le circuit primaire,
• l’injection de sécurité (RIS) assure le refroidissement du coeur et l’injection de bore dans l’eau du circuit primaire,
• le système d’aspersion de l’enceinte (EAS) fait baisser la pression et la température à l’intérieur de l’enceinte de confinement, en dispersant, sous forme de pluie très forte, de
l’eau dans l’enceinte.
Ces trois circuits se mettent en service automatiquement.",
Accident TMI,Sûreté,,
ACCIS,Sigles US,"ACCIS : Anti Corium-Concrete Interaction System, nom donné par Sulzer à son système de ""core catcher"" (récupérateur de corium). Copyright ©  EDF-CNEPE-Hervé Chevillon",
Accouplement,Divers,"Accouplement turbine N4  : L’accouplement rigide avec le rotor est assuré par des lacets à base conique: - qui suppriment le jeu entre les broches et leurs logements et par ce fait interdisent tout mouvement relatif entre plateaux d’accouplements; - qui, par la présence de la bague conique rendent plus aisé le montage dont toutes les broches participent à la transmission du couple dans toutes les phases d’exploitation.",
Accumulateur,Electricité,"Accumulateur : Dispositif électrochimique permettant de fournir un courant continu (comme une pile) et que l’on recharge grâce à une réaction d’électrolyse. Une pile rechargeable est constituée d’un ou plusieurs accumulateurs identiques.
Accumulateur et pile : source d’énergie électrique obtenue par transformation d’énergie chimique lors de son utilisation. Le fonctionnement d’un accumulateur est réversible : il est à usages multiples. La pile est à usage unique, elle ne se recharge pas.",
Accumulateur hydraulique,Matériels,"Accumulateur hydraulique : Un accumulateur hydraulique, ou accumulateur de pression hydraulique, est un réservoir sous pression de gaz pouvant contenir un volume variable d'un liquide sous pression, utilisé pour fournir un débit important pendant un temps assez court, mais aussi un petit débit, tant qu'il reste de la pression.",
Accumulator,Matériels,"Accumulateurs : 1 accumulateur ""RIS"" sur chaque branche froide (soit 4 accu). Pression de 45 bar. Volume de 50 m3 environ. ACI Accumulateur du RIS (boucle i)",
Accus,Matériels,Accus :  Accumulateur (vulgarisation du terme),
ACD,Sécurité,ACD : Agent Chimique Dangereux.,
ACD,Fonctionnement,ACD : Arrêt à Chaud sur Déclenchement.,
ACE,Sigles US,"ACE : Advanced Containment Experiments, programme d'essais international (17 pays) réalisé par l'EPRI à l'ANL, sur les interactions corium / béton.",
ACE - EP,Sigles US,"ACE - EP : Advanced Containment Experiments Extension Program, essais complémentaires du programme ACE sur différents bétons et types de corium ( acier inox, zirconium, UO2, ZrO2 et produits de fission simulés), réalisé au SNL,US.",
ACER,Officiel,ACER : Agence européenne des régulateurs des marchés de l'énergie.,
ACEREN,RP,"ACEREN : Appareil de Concentration des Effluents Radioactifs par Evaporation Naturelle, type d'évaporateur par évaporation à basse température des effluents sur des toiles, utilisé par le CEA pour des effluents peu chargés en sels ou matières en suspension. Un prototype d'essai a été installé sur le site de la centrale de Dampierre, le procédé n'a finalement pas été retenu pour les centrales nucléaires.",
ACI,Sigles US,"ACI : American Concrete Institute, Institut américain du béton, US.",
Acide,Physique,"ACIDE : Selon Brönsted, un acide est une entité chimique capable de perdre un proton H  pour donner une base . Copyright © EDF-CNEPE-Hervé Chevillon.",
Acide Borique,Fonctionnement,Acide dérivé du bore que l'on injecte dans l'eau du circuit de refroidissement primaire pour absorber les neutrons et donc réduire l'activité du combustible nucléaire.,
Acide chlorhydrique (HCL),Fonctionnement,"Acide chlorhydrique (HCL) : Pour les sites dont les caractéristiques de l'eau en circuit fermé (aèroréfrigérants) sont naturellement entartrantes.
Selon la composition, pour éviter la formation de tartre sur les tubes du condenseur et sur les corps d'échanges des aéroréfrigérants on traite : 
- à l'acide chloridrique (HCL) le site de CA,
- injection en amont du condenseur pilotée par un automate.",
Acide Sulfurique (H2SO4) :,Fonctionnement,"Acide Sulfurique (H2SO4) : Pour les sites dont les caractéristiques de l'eau en circuit fermé (aèroréfrigérants) sont naturellement entartrantes.
Selon sa composition, pour éviter la formation de tartre sur les tubes du condenseur et sur les corps d'échanges des aéroréfrigérants on traite :
 -à l'acide sulfurique (H2SO4) les sites de GF, NO, CZ CS,
- des quantités importantes par ex : 35t/jour d'H2S04 à Nogent,
- injection en amont du condenseur pilotée par un automate.",
Acido-basique,Physique,Une réaction acido-basique  : modélise la transformation des systèmes de type acide-base. Elle est caractérisée par un transfert de proton H  entre un acide et une base,
Acier au carbone,Matériels,"L’acier au carbone (A42) : 
- utilisation se situe dans les réchauffeurs,
- sensible à la corrosion avec un pic à 180°C (température du soutirage 4 sur CP1)
- prix faible,
- épaisseur des tubes = 0.5 mm.",
Acier austénitique,Matériels,"L’acier austénitique (Z2CN1810) : de structure cristalline cubique à faces centrées, ce sont des nuances base fer avec généralement entre 15 et 25 % de chrome, de 7 à 20 % de nickel, peu de carbone, éventuellement du molybdène, du titane ou du niobium.
  Utilisation : condenseur – réchauffeurs BP. Il présente : 
  - bonne résistance à la corrosion ammoniacale,
  - bonne résistance à la corrosion par la vapeur humide,
  - bonne résistance à la corrosion érosion côté eau brute,
  - faible conductivité,
  - et est sensible à la corrosion par piqûration.
  Nuance avec molybdène permet de palier ce problème
  Prix moyens
  Épaisseur des tubes = 0.5 mm.",
Acier ferritique,Matériels,"Aciers ferritiques : de structure cristalline cubique centrée, ils possèdent, en général, une faible concentration de carbone (~ 0,05 à ~ 0,20 %) et une concentration plus ou moins élevée de chrome. Ne contenant, le plus souvent, pas de nickel, ce sont des alliages fer/chrome ou fer/chrome/molybdène (ou tungstène) dont la teneur en chrome peut varier de 12 à 25 %.",
Acier inoxydable,Matériels,"L’acier inoxydable ferritique (Z2CT18) : alliage de fer et de carbone, auquel on ajoute essentiellement le chrome qui, au-delà de 12 à 13 %, produit la résistance souhaitée à l’oxydation.
  Utilisation : réchauffeurs HP et GSS
  Il est moins sensible à la dilatation donc compatible avec un supportage faisceau en acier noir.
  Son prix est moyen.
  Épaisseur des tubes = 0.6 mm.",
Acier martensitique,Matériels,"Aciers martensitiques : de structure cristalline cubique centrée (ou tétragonale si la teneur en carbone est élevée), ce sont des aciers avec souvent moins de 13 % de chrome(8 à 12 % en général) et un maximum de 0,2 % de carbone. Lors d’un refroidissement depuis le domaine austénitique de haute température, ces aciers subissent une transformation martensitique qui leur confère une structure en lattes très fines.",
ACL,Informatique,ACL : Article de Configuration Logiciel.,
ACL,Electricité,ACL : Araignée de câblage logique.,
ACL,Electricité,ACL : Araignée de câblage numérique.,
ACO,Syst.fonct.,ACO : Condensat poste d'eau.(900 MW).(Feedwater heaters drain recovery system),
ACOP,Sigles US,ACoP : Approved Codes of Practice.,
ACP,Fonctionnement,ACP : Action Corrective Préventive.,
ACP,Fonctionnement,ACP : Arrêt à chaud Concerté et Programmé.,
ACP,Fonctionnement,ACP : Action Corrective Préventive.,
ACPR,Sigles US,ACPR : Annular Core Pulse Réactor - Réacteur pulsé à cœur annulaire.,
ACQ,Divers,ACQ : Activités Concernées par la Qualité (Sûreté).,
ACR,Matériels,ACR : Alimentation Chaudière de Récupération.,
ACR,Sigles US,"ACR : Advanced Control Room, Salle de commande de conception avancée.",
ACS,Matériels,ACS : Atelier chaud de site.,
ACT,Divers,ACT : Appui Constat Terrain. Copyright © EDF-CNEPE-Hervé Chevillon.,
ACT,Divers,ACT : Statistiques énergétiques des totaux des arrêt à chauds. Copyright © EDF-CNEPE-Hervé Chevillon.,
Actif,RP,Actif : Adjectif couramment employé pour radioactif. Copyright © EDF-CNEPE-Hervé Chevillon.,
Actinides,Neutronique,Actinides : Eléments chimiques radioactifs dont le numéro atomique (Z) est compris entre 89 et 104. actinides : radioéléments naturels et/ou artificiels de numéro atomiquecompris entre 89 (actinium) et 103 (lawrencium) ;,
Actinides majeurs,Neutronique,Actinides majeurs : Ce sont principalement les noyaux lourds d'uranium et de plutonium présents ou formés dans le combustible nucléaire.,
Actinides mineurs,Neutronique,"Actinides mineurs  : Corps formés lorsque les noyaux d'uranium absorbent les neutrons sans se briser. Ils sont radioactifs à vie longues. Ce sont des noyaux lourds formés en relativement faibles quantités dans un réacteur par captures successives de neutrons à partir des noyaux du combustible . Ces isotopes à vie longue sont principalement le neptunium (237), l'américium (241, 243) et le curium (243, 244, 245). Il sont issus de l'action tendant à rendre radioactifs certains nucléides, en particulier au sein des matériaux de structure des réacteurs, par bombardement par des neutrons ou d'autres particules. Équivalent étranger : minor actinide.
ils sont appelés ainsi car on les trouve en proportion plus faible dans le combustible irradié que les actinides principaux que sont le plutonium et l'uranium, ce sont pour la plupart des émetteurs alpha, ils ont cependant une activité spécifique qui peut être élevée, par exemple pour l'américium et le curium elle se chiffre en milliers de Sv/g à l'égal du plutonium, l'ensemble des réacteurs français produit de l'ordre d'une tonne d'AM chaque année.",
Actinex,RP,"Actinex : ACTINides EXtraction, deuxième partie du programme SPIN du CEA, programme à long terme (échéance industrielle: de vingt à trente ans) pour étudier des procédés de séparation des éléments à vie longue (ACTINEX SEPARATION) et pour accroître les performances de PURETEX et transmuter ces éléments (ACTINEX TRANSMUTATION). Copyright ©  EDF-CNEPE-Hervé Chevillon",
Actionneur,Matériels,"Actionneur : Objet technique convertissant une énergie (une grandeur) d'entrée en une énergie (une grandeur) de sortie utilisable pour obtenir une action définie. Il existe deux grandes familles d'actionneurs :
- Les actionneurs dynamiques : les vérins, les moteurs, etc.
- Les actionneurs statiques : les voyants, le générateur de vide, etc.",
Actionneur bistable,Matériels,"Actionneur Bistable : Se dit d'un capteur, d'un préactionneur ou d'un actionneur qui garde la dernière position commandée tant qu'il ne reçoit pas un ordre contraire.",
Action Corrective,Qualité,Action corrective : Action entreprise pour éliminer les causes de non-conformité d'un défaut et de tout autre évènement indésirable potentiels pour empêcher leur renouvellement.,
Action Préventive,Qualité,Action préventive : Action entreprise pour éliminer les causes de non-conformité d'un défaut et de tout autre évènement indésirable potentiels pour empêcher qu'il ne se produisent.,
